Line,Attribute,Value
466, Shoe brand,0
466, Running pace per mile,461400
466, Short or long,0
466, After 2004,0
467,Training date,1.06574E+12
467, Miles for training run,10
467, Training time,4803000
467, Shoe brand,0
467, Running pace per mile,480300
467, Short or long,0
467, After 2004,0
468,Training date,1.06582E+12
468, Miles for training run,6
468, Training time,2773020
468, Shoe brand,0
468, Running pace per mile,462180
468, Short or long,0
468, After 2004,0
469,Training date,1.06591E+12
469, Miles for training run,8
469, Training time,3591000
469, Shoe brand,0
469, Running pace per mile,448860
469, Short or long,0
469, After 2004,0
470,Training date,1.06608E+12
470, Miles for training run,16.8
470, Training time,8502000
470, Shoe brand,0
470, Running pace per mile,506100
470, Short or long,0
470, After 2004,0
471,Training date,1.06626E+12
471, Miles for training run,7.5
471, Training time,3505020
471, Shoe brand,0
471, Running pace per mile,467340
471, Short or long,0
471, After 2004,0
472,Training date,1.06634E+12
472, Miles for training run,12
472, Training time,5917980
472, Shoe brand,0
472, Running pace per mile,493140
472, Short or long,0
472, After 2004,0
473,Training date,1.06643E+12
473, Miles for training run,6
473, Training time,2686980
473, Shoe brand,0
473, Running pace per mile,447840
473, Short or long,0
473, After 2004,0
474,Training date,1.06651E+12
474, Miles for training run,8
474, Training time,3585000
474, Shoe brand,0
474, Running pace per mile,448140
474, Short or long,0
474, After 2004,0
475,Training date,1.0666E+12
475, Miles for training run,5
475, Training time,2200980
475, Shoe brand,0
475, Running pace per mile,440220
475, Short or long,1
475, After 2004,0
476,Training date,1.06669E+12
476, Miles for training run,24
476, Training time,12451020
476, Shoe brand,0
476, Running pace per mile,518820
476, Short or long,0
476, After 2004,0
477,Training date,1.06686E+12
477, Miles for training run,7
477, Training time,3183000
477, Shoe brand,0
477, Running pace per mile,454740
477, Short or long,0
477, After 2004,0
478,Training date,1.06695E+12
478, Miles for training run,10
478, Training time,4728000
478, Shoe brand,0
478, Running pace per mile,472800
478, Short or long,0
478, After 2004,0
479,Training date,1.06703E+12
479, Miles for training run,6
479, Training time,2673000
479, Shoe brand,0
479, Running pace per mile,445500
479, Short or long,0
479, After 2004,0
480,Training date,1.06712E+12
480, Miles for training run,8
480, Training time,3481020
480, Shoe brand,0
480, Running pace per mile,435120
480, Short or long,0
480, After 2004,0
481,Training date,1.06721E+12
481, Miles for training run,5
481, Training time,2206980
481, Shoe brand,0
481, Running pace per mile,441420
481, Short or long,1
481, After 2004,0
482,Training date,1.0673E+12
482, Miles for training run,18
482, Training time,8613000
482, Shoe brand,0
482, Running pace per mile,478500
482, Short or long,0
482, After 2004,0
483,Training date,1.06747E+12
483, Miles for training run,6
483, Training time,2662980
483, Shoe brand,0
483, Running pace per mile,443820
483, Short or long,0
483, After 2004,0
484,Training date,1.06764E+12
484, Miles for training run,9
484, Training time,4077000
484, Shoe brand,0
484, Running pace per mile,453000
484, Short or long,0
484, After 2004,0
485,Training date,1.06773E+12
485, Miles for training run,5
485, Training time,2245020
485, Shoe brand,0
485, Running pace per mile,448980
485, Short or long,1
485, After 2004,0
486,Training date,1.06781E+12
486, Miles for training run,7
486, Training time,3100020
486, Shoe brand,0
486, Running pace per mile,442860
486, Short or long,0
486, After 2004,0
487,Training date,1.06799E+12
487, Miles for training run,12
487, Training time,5725020
487, Shoe brand,0
487, Running pace per mile,477060
487, Short or long,0
487, After 2004,0
488,Training date,1.06816E+12
488, Miles for training run,5
488, Training time,2241000
488, Shoe brand,0
488, Running pace per mile,448200
488, Short or long,1
488, After 2004,0
489,Training date,1.06825E+12
489, Miles for training run,8.4
489, Training time,3801000
489, Shoe brand,0
489, Running pace per mile,452520
489, Short or long,0
489, After 2004,0
490,Training date,1.06833E+12
490, Miles for training run,4
490, Training time,1867020
490, Shoe brand,0
490, Running pace per mile,466740
490, Short or long,1
490, After 2004,0
491,Training date,1.06851E+12
491, Miles for training run,2
491, Training time,946020
491, Shoe brand,0
491, Running pace per mile,472980
491, Short or long,1
491, After 2004,0
492,Training date,1.06859E+12
492, Miles for training run,26.2
492, Training time,12247020
492, Shoe brand,0
492, Running pace per mile,467460
492, Short or long,0
492, After 2004,0
493,Training date,1.06876E+12
493, Miles for training run,5
493, Training time,2317020
493, Shoe brand,0
493, Running pace per mile,463380
493, Short or long,1
493, After 2004,0
494,Training date,1.06885E+12
494, Miles for training run,8
494, Training time,3660000
494, Shoe brand,0
494, Running pace per mile,457500
494, Short or long,0
494, After 2004,0
495,Training date,1.06928E+12
495, Miles for training run,6
495, Training time,2842020
495, Shoe brand,0
495, Running pace per mile,473640
495, Short or long,0
495, After 2004,0
496,Training date,1.06937E+12
496, Miles for training run,5
496, Training time,2211000
496, Shoe brand,0
496, Running pace per mile,442200
496, Short or long,1
496, After 2004,0
497,Training date,1.06989E+12
497, Miles for training run,5
497, Training time,2296980
497, Shoe brand,0
497, Running pace per mile,459420
497, Short or long,1
497, After 2004,0
498,Training date,1.06997E+12
498, Miles for training run,8
498, Training time,3859020
498, Shoe brand,0
498, Running pace per mile,482400
498, Short or long,0
498, After 2004,0
499,Training date,1.07006E+12
499, Miles for training run,6
499, Training time,2791980
499, Shoe brand,0
499, Running pace per mile,465360
499, Short or long,0
499, After 2004,0
500,Training date,1.07032E+12
500, Miles for training run,5
500, Training time,2224980
500, Shoe brand,0
500, Running pace per mile,445020
500, Short or long,1
500, After 2004,0
501,Training date,1.07041E+12
501, Miles for training run,7.2
501, Training time,3396000
501, Shoe brand,0
501, Running pace per mile,471660
501, Short or long,0
501, After 2004,0
502,Training date,1.07058E+12
502, Miles for training run,8
502, Training time,3715020
502, Shoe brand,0
502, Running pace per mile,464400
502, Short or long,0
502, After 2004,0
503,Training date,1.07067E+12
503, Miles for training run,5
503, Training time,2272020
503, Shoe brand,0
503, Running pace per mile,454380
503, Short or long,1
503, After 2004,0
504,Training date,1.07075E+12
504, Miles for training run,6
504, Training time,2821980
504, Shoe brand,0
504, Running pace per mile,470340
504, Short or long,0
504, After 2004,0
505,Training date,1.07084E+12
505, Miles for training run,4
505, Training time,1765020
505, Shoe brand,0
505, Running pace per mile,441240
505, Short or long,1
505, After 2004,0
506,Training date,1.07092E+12
506, Miles for training run,8
506, Training time,3825000
506, Shoe brand,0
506, Running pace per mile,478140
506, Short or long,0
506, After 2004,0
507,Training date,1.0711E+12
507, Miles for training run,6
507, Training time,2778000
507, Shoe brand,0
507, Running pace per mile,463020
507, Short or long,0
507, After 2004,0
508,Training date,1.07118E+12
508, Miles for training run,8
508, Training time,3796980
508, Shoe brand,0
508, Running pace per mile,474600
508, Short or long,0
508, After 2004,0
509,Training date,1.07127E+12
509, Miles for training run,5
509, Training time,2224020
509, Shoe brand,0
509, Running pace per mile,444780
509, Short or long,1
509, After 2004,0
510,Training date,1.07136E+12
510, Miles for training run,7
510, Training time,3238980
510, Shoe brand,0
510, Running pace per mile,462720
510, Short or long,0
510, After 2004,0
511,Training date,1.07144E+12
511, Miles for training run,4
511, Training time,1776000
511, Shoe brand,0
511, Running pace per mile,444000
511, Short or long,1
511, After 2004,0
512,Training date,1.07153E+12
512, Miles for training run,10
512, Training time,4786980
512, Shoe brand,0
512, Running pace per mile,478680
512, Short or long,0
512, After 2004,0
513,Training date,1.0717E+12
513, Miles for training run,6
513, Training time,2758020
513, Shoe brand,0
513, Running pace per mile,459660
513, Short or long,0
513, After 2004,0
514,Training date,1.07179E+12
514, Miles for training run,8
514, Training time,3748980
514, Shoe brand,0
514, Running pace per mile,468600
514, Short or long,0
514, After 2004,0
515,Training date,1.07187E+12
515, Miles for training run,5
515, Training time,2337000
515, Shoe brand,0
515, Running pace per mile,467400
515, Short or long,1
515, After 2004,0
516,Training date,1.07196E+12
516, Miles for training run,7
516, Training time,3304980
516, Shoe brand,0
516, Running pace per mile,472140
516, Short or long,0
516, After 2004,0
517,Training date,1.07205E+12
517, Miles for training run,5
517, Training time,2278980
517, Shoe brand,0
517, Running pace per mile,455820
517, Short or long,1
517, After 2004,0
518,Training date,1.07213E+12
518, Miles for training run,12
518, Training time,5899980
518, Shoe brand,0
518, Running pace per mile,491640
518, Short or long,0
518, After 2004,0
519,Training date,1.07239E+12
519, Miles for training run,8
519, Training time,3678000
519, Shoe brand,0
519, Running pace per mile,459780
519, Short or long,0
519, After 2004,0
520,Training date,1.07257E+12
520, Miles for training run,6
520, Training time,2883000
520, Shoe brand,0
520, Running pace per mile,480480
520, Short or long,0
520, After 2004,0
521,Training date,1.07274E+12
521, Miles for training run,8
521, Training time,3705000
521, Shoe brand,0
521, Running pace per mile,463140
521, Short or long,0
521, After 2004,0
522,Training date,1.073E+12
522, Miles for training run,6
522, Training time,2692020
522, Shoe brand,0
522, Running pace per mile,448680
522, Short or long,0
522, After 2004,0
523,Training date,1.07308E+12
523, Miles for training run,8
523, Training time,3772980
523, Shoe brand,0
523, Running pace per mile,471600
523, Short or long,0
523, After 2004,0
524,Training date,1.07317E+12
524, Miles for training run,5
524, Training time,2236980
524, Shoe brand,0
524, Running pace per mile,447420
524, Short or long,1
524, After 2004,0
525,Training date,1.07334E+12
525, Miles for training run,6
525, Training time,2736000
525, Shoe brand,0
525, Running pace per mile,456000
525, Short or long,0
525, After 2004,0
526,Training date,1.07352E+12
526, Miles for training run,5
526, Training time,2293980
526, Shoe brand,0
526, Running pace per mile,458820
526, Short or long,1
526, After 2004,0
527,Training date,1.0736E+12
527, Miles for training run,8
527, Training time,3778980
527, Shoe brand,0
527, Running pace per mile,472380
527, Short or long,0
527, After 2004,0
528,Training date,1.07369E+12
528, Miles for training run,5
528, Training time,2268000
528, Shoe brand,0
528, Running pace per mile,453600
528, Short or long,1
528, After 2004,0
529,Training date,1.07378E+12
529, Miles for training run,7
529, Training time,3286980
529, Shoe brand,0
529, Running pace per mile,469560
529, Short or long,0
529, After 2004,0
530,Training date,1.07386E+12
530, Miles for training run,5
530, Training time,2187000
530, Shoe brand,0
530, Running pace per mile,437400
530, Short or long,1
530, After 2004,0
531,Training date,1.07395E+12
531, Miles for training run,4
531, Training time,1846020
531, Shoe brand,0
531, Running pace per mile,461520
531, Short or long,1
531, After 2004,0
532,Training date,1.07403E+12
532, Miles for training run,6
532, Training time,3013980
532, Shoe brand,0
532, Running pace per mile,502320
532, Short or long,0
532, After 2004,0
533,Training date,1.07421E+12
533, Miles for training run,6
533, Training time,2695980
533, Shoe brand,0
533, Running pace per mile,449340
533, Short or long,0
533, After 2004,0
534,Training date,1.07429E+12
534, Miles for training run,8
534, Training time,3847980
534, Shoe brand,0
534, Running pace per mile,481020
534, Short or long,0
534, After 2004,0
535,Training date,1.07438E+12
535, Miles for training run,5
535, Training time,2248020
535, Shoe brand,0
535, Running pace per mile,449580
535, Short or long,1
535, After 2004,0
536,Training date,1.07447E+12
536, Miles for training run,7
536, Training time,3292020
536, Shoe brand,0
536, Running pace per mile,470280
536, Short or long,0
536, After 2004,0
537,Training date,1.07455E+12
537, Miles for training run,4
537, Training time,1851000
537, Shoe brand,0
537, Running pace per mile,462780
